AlsoNoticed,BFROid,Class,County,Date,Environment,LocationDetails,Month,NearestRoad,NearestTown,NoName,Number of Records,Observed,OtherStories,OtherWitnesses,Season,SightingId,State,Submitted,TimeAndConditions,Title,URL,YearGroup,YearofSighting
,10945,Class A,Jackson County,,Fairly forested and hilly area.,"We were traveling northbound on I-77 toward the Ohio border, around milemarker 150!",March,traveling on I-77 northbound,Near milemarker 150,,1," As we were driving...I was watching closely at the roads and conditions, because my wife was driving and I was a bit nervous about that! As we were traveling north on I-77 near the 150 milemarker (I looked after the incident!)...I noticed something up ah",NO!,"My wife was in the car and driving. I told her half-jokingly and half confused...that I thought I just saw a ""bigffot""!",Spring,3675,West Virginia,"Submitted by witness on Wednesday, March 16, 2005.","Approximately 3:30 in the morning traveling north on I-77. Snow on the ground, decent amount of lighting.",Passenger has late night sighting along interstate,http://www.bfro.net/GDB/show_report.asp?id=10945&PrinterFriendly=True,2005,2005
,16529,Class A,Barbour County,,"Hilly fields with several stands of trees on both sides of road. Had just passed small group of houses on right. Deep gullies and small creeks on right. Left side of road has hilly cow pasture, with river and railroad tracks across large field.","Near Belington, driving toward Philippi on US Highway 250, about a mile North of intersection of Rt. 92 and US 250. Tygart Valley River is on the left. This is near where the Tygart Valley River swerves away from the highway and starts to descend into a l",March,US 250,"Belington, WV",,1," I was alone, driving after dark from Belington, WV on US 250 North (two lane highway) toward Philippi, WV. About a mile out of town, I had just passed a small group of houses on the right. The highway curves to the right; there is a long guard rail on th","Since looking at your website, I have gotten up the courage to talk to my uncle who lived near the canyon. He has seen bear, a mountain lion, bobcats and coyotes out there. I just asked him if he had ever seen or heard any animal out there that he could n","I was alone, was returning home from Belington.",Spring,3658,West Virginia,"Submitted by witness on Monday, November 06, 2006.","Approx 9-10 pm - after dark, cold & clear",Nighttime sighting by motorist along US-250 outside Belington,http://www.bfro.net/GDB/show_report.asp?id=16529&PrinterFriendly=True,2006,2006
,23477,Class A,Summers County,,mountain ridge and woods with openings for light to come through,"Take the Sandstone exit from Beckley, turn left where the visitor center is on right, go on the road leading to the center. There is a gravel trail going up into the hills where the first sighting was. From the beginning of the trail uphill approximately",March,64east,Hinton,,1," My financee and I were coming down I-64 east from Beckley, West Virginia, at approximately 6:45 pm. My financee said, Holy crap, I just saw Bigfoot, 3 possibly 4!""  We turned around and high tailed it back to the spot. <BR><BR>The sighting took place at","Friend camped at Sherwood Lake. During the night a niece was awakened by something standing outside her tent, dropping pebbles on the tent.",my financee,Spring,3722,West Virginia,"Submitted by witness on Saturday, March 29, 2008.",approximately 6:45 pm first sighting in great light second sighting light was behind the creatures,Family of bigfoot seen near I-64,http://www.bfro.net/GDB/show_report.asp?id=23477&PrinterFriendly=True,2008,2008
none,3631,Class A,Natchitoches Parish,5,there is a creek bottom and swamp nearby,i would have to show you there are many places along that hwy that are like it but i know it well,March,I-49,Natchitoches Louisiana,,1,well i was driving on I49 between alexandria and shreveport near natchitoches this was in the early  1990''s and was comming back from my grandmothers house it was late in the evening about 2 hours before dark in the early spring it has been so long now i,no,there was one that i know of another driver from missouri we talked after it i never thought i would report it so i didnt get his name sorry about that,Spring,1453,Louisiana,"Submitted by witness Witness on Friday, January 11, 2002.",it was well lit as the sun was shinning on the area no clouds that day or very few anyway between 4:30 and 5:30 pm,"Late afternoon sighting by motorists, off I-49 20 miles south of Natchitoches",http://www.bfro.net/GDB/show_report.asp?id=3631&PrinterFriendly=True,1992,1992
nothing out of the ordinary,2196,Class A,Walla Walla County,8,"road runs along a ridge, each side drops of to creeks, very rough, rocky and wooded area","Mill Creek rd to Blue Creek rd, go left and follow to Fivepoints, goright on Blacksnake ridge",March,Blacksnake Ridge,walla walla,,1," While driving Blacksnake Ridge doing field work I came across large bipedal footprint going across Blacksnake ridge.  i got out to investigate the tracks. From heel to heel to prints were 4 1/2 feet apart, tracks were approx 16 inches long. one tracks st",numerious stories of sasquatch activity in this area,were helping me with measurements,Spring,3568,Washington,"Submitted by witness on Wednesday, April 11, 2001.","nice sunny weather, 12:00pm",BFRO investigator finds tracks in snow 2001,http://www.bfro.net/GDB/show_report.asp?id=2196&PrinterFriendly=True,2001,2001
,2195,Class A,Walla Walla County,11,"rough road, landscape is new growth, rocky and steep areas that lead to old growth at bottom","take Mill Creek road to Blue Creek rd, go left and follow to Fivepoint then go right on Blacksnake ridge",March,blacksnake,walla walla,,1," witness was ridding with some friends up blacksnake ridge in their suv. They came to a stop to spot Elk, The witness Stephanie was looking in an area called laird gulch when she noticed what she said to be a black colored, upright walking primate.  Witne",numerious stories from this area of sasquatch,watching a herd of elk,Spring,3567,Washington,"Submitted on Wednesday, April 11, 2001.","clear day, little snow left on the ground, 3:30 pm",Girl watches large black sasquatch walk down ridge,http://www.bfro.net/GDB/show_report.asp?id=2195&PrinterFriendly=True,2001,2001
,27459,Class A,Walker County,12,"A couple of creeks, several old ponds, hunting club nearby with several thousands acres with clear cuts and heavily areas of woods.",,March,hwy118,Kansas,,1, On friday march 12 at around 6pm I was going home from the store and when I started to turn off the highway I noticed something white quating down on the side of the highway near the creek about 30-40 yards ahead of me so at that time instead of turning,"Yes my sisterin law seen something white stand up from behind the dog pin that was whiteish looking back in the 90s, and my husbands cousin seen something black quat down behind a tree about 2-3 miles through the woods from where I seen my sighting and th",none,Spring,75,Alabama,"Submitted by witness on Wednesday, March 17, 2010.",it was around 6:00pm central and it was a clear evening right before dark.,Motorist sights dirty-white upright creature near the town of Kansas,http://www.bfro.net/GDB/show_report.asp?id=27459&PrinterFriendly=True,2010,2010
"With the windows up and the radio on I didn''t hear or smell anything unusual. Matter of fact, it was a darn right pleasant drive right up until I saw the Bigfoot.",5228,Class A,Fulton County,14,After leaving the small town of Salem the hgwy went right into the woods. forest on both side with maybe 20 feet of clearance between the edge of the road and the woods.,It was a few miles west of Salem Arkansas. Its the only time i''ve evered travelled that highway so thats about all I can tell you.,March,highway 463 (I think),Salem Arkansas,,1,"    In the spring of 1997 I had to make a trip to Jonesboro Arkansas. Since I live in Fayetteville Arkansas the best way was across Hgwy 463 across the top of the state. (I think thats the hgwy #, Its the only time i''ve ever been on that road) Anyway,<BR","Nope, But I was just passing thru. For all I know bigfoot may attend the local hoedowns.",It was just me.,Spring,99,Arkansas,"Submitted by witness on Sunday, November 03, 2002.",around 9 PM. The bright lights from my car were the only light source other than moon and stars. The weather was clear.,Motorist has nighttime sighting of bipedal animal at roadside,http://www.bfro.net/GDB/show_report.asp?id=5228&PrinterFriendly=True,1997,1997
,2820,Class A,Trinity County,15,,"This incident occurred about 1 mile below the Lewiston river damn in a park service campground that was still closed for the season at the time. This gis about 5 miles up the road from the town of Lewiston, California I remember specifically that there is",March,,Lewiston,,1," A creature was observed in dim light at a range of approximately 15 feet. The creature had an observable stature of at least 8 feet, but the head itself was never seen. The creature was illuminated by the peripheral glare of our Mazda Navajo''s low beams",,,Spring,557,California,"Submitted by witness Steven and Heller James on Saturday, August 23, 1997.",Happened at about 10pm,Campers describe an encounter after dark,http://www.bfro.net/GDB/show_report.asp?id=2820&PrinterFriendly=True,1996,1996
no,4595,Class A,Lane County,19,Beside the highway embankment. Small vegetation on embankment,Highway 126 approx 10 miles East of McKenzie Bridge,March,Highway 126,McKenzie Bridge,,1, I was traveling home from Bend after picking up my children and we were about about 10 miles east of McKenzie Bridge when I saw a large creature standing beside the road on the left side. I only saw it for a few seconds and it was perfectly still with it,,There were 3 adults and 2 children who saw the creature. We were just talking and prior to the sighting.,Spring,2563,Oregon,"Submitted by witness Ken Matney Sr. on Thursday, July 04, 2002.",11:00 p.m. Good visability in the headlights. light rain,"Late night sighting by family along Hwy 126, near McKenzie Bridge",http://www.bfro.net/GDB/show_report.asp?id=4595&PrinterFriendly=True,1977,1977
none,8420,Class A,Saline County,26,low lying bottom near a large creek lots of heavy wooded acres,,March,S.SARDIS RD,BAUXITE,,1," I was on my way to work just before day light, it was starting to get light, when I saw something moving out of the corner of my eye across an over grown farm field. I hit my brakes to get a better look thinking it might be a deer. What I saw was about 7",no,none,Spring,132,Arkansas,"Submitted by witness on Tuesday, March 30, 2004.",clear skies just before daylight5:35am,Early morning motorist driving to work sees bipedal animal running through field,http://www.bfro.net/GDB/show_report.asp?id=8420&PrinterFriendly=True,2004,2004
no just scary,8389,Class A,Washtenaw County,27,it was around houses and the area was coverd by farm land and wooded area.,(edited),March,(edited),salem,,1,I''m only 12 years old.  I was siting on the couch when I was waiting for my dad to come home when I saw a black figure running down the street.  It was about 11:30 at night when I saw it.  I thought it was a germiln or a baby bigfoot.  I didn''t want to,no except others in the ann arbor area,just me,Spring,1651,Michigan,"Submitted by witness on Sunday, March 28, 2004.",11.30 humid and warm also it was partly cloudy,Young man sees strange animal running down road under streetlight,http://www.bfro.net/GDB/show_report.asp?id=8389&PrinterFriendly=True,2004,2004
,2215,Class A,Clark County,28,Rural area. Mostly farmland with some wooded areas.,1 1/2 miles from Granton on County Highway H.York Township. 9 miles NE of the City of Neillsville.,March,County Highway H,Granton,,1," Initial report received as the associated media article linked below.<BR><BR>I spoke with James Hughes tonight and he sounded very credible. <BR><BR>Mr. Hughes told me that on the morning of March 28th at approximately 5:15  a.m.,he was driving on County",,,Spring,3620,Wisconsin,"Submitted by investigator Trisha Cameron on Thursday, April 06, 2000.",,"Newspaper deliveryman sees large gray colored creature that was walking on two legs and carrying dead animal. (Newspaper account, follow-up by the BFRO and Sheriff''s documents included.)",http://www.bfro.net/GDB/show_report.asp?id=2215&PrinterFriendly=True,2000,2000
"I didn''t stick around, too shook up at what I had just seen.",13949,Class A,Berkeley County,30,Large farm on south side of road and large Apple orchard on the north side of the road,"Knipetown Road about seven miles down Route 11 north approximately 7 miles north of Martinsburg, WV and to the west of Route 11",March,Knipetown Road,Knipetown,,1," It was back in probably the early 1970''s, Spring time, late at night (around midnight).  I was out riding down this road that had a farm on one side and an apple orchard on the other.  As I was driving there was some movement about two hundred yards in","No, none in this area, that is another reason I didn''t say anything.",I was alone.,Spring,3660,West Virginia,"Submitted by witness on Sunday, February 26, 2006.","Night time, very dark, damp conditions.",Late-night road-crossing sighting by firefighter near the Potomac River,http://www.bfro.net/GDB/show_report.asp?id=13949&PrinterFriendly=True,1970,1970
"We have heard strange whistling like birds chirping, not like bats, at odd hours coming from inside the woods seeming to move around us, as well as hearing brush moving.",24529,Class A,Bexar County,2005,It was a football field sized clearing surrounded by woods with one road leading down to it from atop a hill that turned and went back up. The trailer was next to the road with a smaller clearing on the other side.,Outside I-10 between the Silverado theatre and Bandera Rd. at the far back of a newly developed housing area with light residential activity. The road that lead through the are had populated houses then unoccupeid houses followed by homes under constructi,March,I-10,San Antonio; Helotes,,1, My wife and I had been working as the cleaning crew for a new housing development displaying various model homes on the edge of the city for a couple of months. As part of our contract we were required to clean a trailer used by the construction workers,A few reportings in the newspaper as well as on websites with locations of reportings.,"It was my wife who had the sighting, she had been cleaning with me prior to the incident.",Spring,2870,Texas,"Submitted by witness on Monday, August 18, 2008.","It was around midnight, we had a full moon and the sky was clear so everything was illuminated nicely, other than that there was no outside lightning.",Tall hairy figure leans out from behind a tree to observe woman outside San Antonio,http://www.bfro.net/GDB/show_report.asp?id=24529&PrinterFriendly=True,2005,2005
,1637,Class A,Baxter County,,"On the left side of road is a thick woods on the other side my aunts house two open lots, and some other homes . Two streets with houses then some more woods.",Go down highway 5 north to Connie dr just at the outskirts of town.,May,Connie Dr.,Mountain Home,,1,While driving to check on my dogs that were being kept at my aunts house in a fenced in area with a ten by ten out building. An adolescent bigfoot ran out of the woods and into my aunts yard it ran between the house and the garage. It was approximately th,Have heard that there was some woods that you just don''t go in in the surrounding area.,Did not see anyone else. So I guess I was the only one.,Spring,82,Arkansas,"Submitted by witness S.C. on Friday, March 03, 2000.",It was just turning dark when you turn the lights on but you dont really need them.,Backyard sighting near Mountain Home.,http://www.bfro.net/GDB/show_report.asp?id=1637&PrinterFriendly=True,1995,1995
"It''s in the delta, so the land is flat. There were a few trees in the area but nothing that would have obstructed my view. I mean, the thing crossed the road in front of me at a high rate of speed.",8913,Class A,Desha County,,,"Take Hwy 1 from Dumas, AR towards Watson, AR.",May,Hwy 1,"Watson, AR",,1," In May 2001, my wife and I were traveling from Pine Bluff, AR to Watson,AR, a town 16 miles east of Dumas, AR. It was late at night, about 1:00 a.m. I don''t remember the exact date but it was late May. I''m not from this area and my wife''s relatives ha","As I stated earlier, my wife''s relatives told me stories about seeing bigfeet on the road going from Watson to a town called McGehee, AR. I don''t know all the details, but to be honest I wasn''t listening that closely as I was a skeptic.",,Spring,97,Arkansas,"Submitted by witness on Friday, June 25, 2004.",1:00 a.m.Weather was clearMy car lights were on high beam,Late night sighting by motorist,http://www.bfro.net/GDB/show_report.asp?id=8913&PrinterFriendly=True,2001,2001
,1664,Class A,Del Norte County,,Wooded mountainous forest containing Old Growth Redwood trees next to the Smith River. The elevation is around 250 feet.,"County of Del Norte, south of U.S. Highway 197, approximately 1 mile west of Highway 199 in a small park along the Smith River called Simpson Grove.",May,,,,1, About three hours after eating dinner I was sitting around a campfire with 3 friends and my husband.We were just sitting around the campfire and talking when we heard a loud crashing and rustling in the woods about 50 feet from where we were. I guess we,None.,"Sitting around the campfire, talking.",Spring,262,California,"Submitted by witness on Sunday, February 07, 1999.",May 1979 at about 10 P.M.,While sitting around a campfire witnesses saw a set of red glowing eyes,http://www.bfro.net/GDB/show_report.asp?id=1664&PrinterFriendly=True,1979,1979
"I went out the next day, armed, for a ''walk'' out there and you coudn''t tell a footprint for your life out there.",24936,Class A,Riverside County,,"Desert, almost completely isolated community.",It was at the desert Hot Springs condominium complex approx.10 miles north of Palm Springs,May,Indian Avenue,"Desert Hot Springs, CA.",,1," Was going back to close shop at approx. 10PM in the northern desert above Palm Springs, CA., and saw a huge light tan colored biped with soft blowing hair .Because I was in a small VW bug with the light pointing down into the street upon leaving the driv",I heard it terrorizes the marines at 29 Palms base.,A girl friend who could not dig her glasses out in time to see it.,Spring,452,California,"Submitted by witness Brian on Thursday, October 23, 2008.",10PM approx.,Man remembers observing a large creature in a desert setting as he left his residence north of Palm Springs,http://www.bfro.net/GDB/show_report.asp?id=24936&PrinterFriendly=True,1979,1979
I don''t know of any other observations.,2816,Class A,San Diego County,,"Mountainous, vegetated, near a mountain known to locals as Old Smoky.","Marine Corps Base,Camp Pendleton, California, south of the Cleveland National Forest. Closest town is San Clemente. If you''re familiar with the terrain there you''ll understand my story better.",May,,,,1," I''ve related this story only to very few people over the years for fear of ridicule by my peers and doubt that anyone would ever really believe me. Anyway in May 1982, while serving on active duty at Camp Pendleton, CA, I was temporarily assigned to a s",,,Spring,468,California,"Submitted by witness S. on Tuesday, July 27, 1999.",,Late Night Encounter Near Meadow Above the Infantry Training School,http://www.bfro.net/GDB/show_report.asp?id=2816&PrinterFriendly=True,1982,1982
,2794,Class A,Tulare County,,"The setting was in the desert--Joshua trees and brush--not much else. We were headed to Kennedy Meadows and there was water there and I''m sure it ran close to where I saw the bigfoot. Mountains were to the west and north with pines, etc.",,May,Off 395,,,1, I saw what could only be described as a bigfoot several years ago on route to Kennedy Meadows.  I was driving up the dirt road past Grumpy Bear''s place and not too far from Kennedy Meadows--maybe a few miles--where we were later camped.  I believe it wa,I just read on this site a more current one around Kennedy Meadows.,I was the only one who spotted him. I was driving and just happened to look in his direction and noticed movement among the Joshua trees.,Spring,580,California,"Submitted by witness S. W. on Tuesday, July 10, 2001.","It was around dusk, clear sky.",Woman has early evening sighting near Kennedy Meadows,http://www.bfro.net/GDB/show_report.asp?id=2794&PrinterFriendly=True,1988,1988
,174,Class A,Siskiyou County,,"The sighting occurred at a developed campground, at or around mile marker 54 north and east of Weed California. It was a dense pine forest area with little, to no low ground cover. The trees, although dense were straight and consistently spaced. Our camp","On a return trip to Klamath Falls, OR from sightseeing in the Redwoods, my ex-husband and I camped on the outskirts of Klamath National Forest, north of Weed, between Goosenest and Herd Peak Mts.",May,97 North,Weed,,1," I was having a dream that I was being watched. My ex and I had thrown our mattress in the back of our truck, which sat about 1.5 feet lower than the canopy windows. The dream I had frightened me, because the face I was seeing was not human. I woke up in","I was not aware of stories in that particular area. Of course I knew about Patterson and Bluff Creek, but I had never considered ever being a witness.","I was the only observer of the ""thing"", however my ex-husband can verify my extreme fright and the weird smell.",Spring,526,California,"Submitted by witness on Friday, August 04, 2000.","The incident occered in the early hours of the morning, approximately 4:30-5:00 am. The campground was barely lit with the light of false dawn, enough to make out individual trees and other camping areas.",Camper awakes to a very large hairy figure,http://www.bfro.net/GDB/show_report.asp?id=174&PrinterFriendly=True,1989,1989
A high pitched scream was heard by base and the upper team about ten minutes after the last noise was heard in th treeline. this scream seemed to be a ways away and is unknown if it is related,2755,Class A,Humboldt County,,Clearcut area with fir and oak around it. treeline was thick with small trees and underbrush. This area overlooked the town of Johnson and the Klamath River.,from 101 past Orick about one mile turn right at Lady Bird Johnson Grove (AKA Bald Hills Road). Go up about ten miles to a Fire station located on left. Turn down that road and continue about eight miles to a large clearcut.,May,Bald Hills Road,Johnson,,1, During the weekend of may 26th and 27th I was conducting a sound survey project with three other people near the town of Johnson and the Klamath River.   This area we were in had a sighting last year around the month of July.   <BR><BR>The place where we,,three other people involved. One was at base blasting sounds (he didnt see it) and the other two was located up above the base with night vision,Spring,324,California,"Submitted by witness on Wednesday, July 04, 2001.","dusk to dark, moon was out for a short time only","While conducting sound survey project, two team members see Bigfoot",http://www.bfro.net/GDB/show_report.asp?id=2755&PrinterFriendly=True,2001,2001
The only thing that i found unusual was when the creature was spooked. I didnt hear or see anything else but the two of us.,7504,Class A,Humboldt County,,"Slack part of a creek, with thick woods all around.","Going north on 101, take 254, and once you turn onto 254, off to the left, I pulled in and parked.",May,Highway 101,Myers Flat,,1, Well this was just supposed to be a fishing trip to see what the area had to offer.  I had been coming to this area for the past couple of months and started to learn it a little better.  So I decided to go exploring for some fishing holes.  All I had wi,No,just one,Spring,315,California,"Submitted by SY on Saturday, December 06, 2003.","It was early afternoon, and the light conditions where poor due to the rain.","Fisherman has a second encounter on a rainy afternoon, as a upright animal moves from a streambed.",http://www.bfro.net/GDB/show_report.asp?id=7504&PrinterFriendly=True,2003,2003
,27819,Class A,Siskiyou County,,"Alpine forest at about 5,000 feet up. High up on the fringes of the mountains. Thick, Alpine forest cut by deep creek beds and rugged service roads.",Please edit out location specifics.,May,Interstate 5,Yreka,,1," Year: 2010<BR>Season: Spring<BR>Month: May<BR>Date: 5/12<BR>State: California<BR>County: Siskiyou<BR><BR>Directions to location: edited out, per request of the submitter.<BR><BR>Observed: This trip was, in actuality, an expedition my brothers and myself",Many stretching all the way back to the first documented sighting in California as it is recorded in The Hermit of Siskiyou.,My two brothers were present for all of the activity but did not see the creature.,Spring,503,California,"Submitted by witness on Tuesday, June 01, 2010.","The encounter occurred around 4pm on an early spring day. The weather was mild with the temperature in the low 70s. We were between 4,500 and 5,000 feet in altitude on the side of an intermittently snow-spotted mountain.",Three brothers have multiple observations west of Yreka [Includes audio of knocking],http://www.bfro.net/GDB/show_report.asp?id=27819&PrinterFriendly=True,2010,2010
,15278,Class A,El Paso County,,"Mountainous, rocky terrain, just south of Cheyenne Mountain Air Station","Area can be reached via HWY 115 from the north or south...Exit I-25 on South Academy BLVD and drive south to the intersection of Academy BLVD and HWY 155, then drive south approximately 20 minutes.",May,HWY 115,Colorado Springs or Fort Carson,,1," My son and I were turkey hunting on BLM land near Fort Carson, CO. We arrived in the area around 0930hrs. My son is only 3 and 1/2 years old, so we were moving slowly to find a good spot to set up. We were approximately 500 yards off the west side of Sat",Have reviewed this site after the incident and found other sitings in this area,"Not really, my 3 yr old son was playing with some rocks in our set-up",Spring,653,Colorado,"Submitted by witness on Friday, July 21, 2006.","Mid-morning to almost Noon time, sky was clear and sunny, temperature was warm",Mid-morning sighting by soldier hunting west of Fort Carson,http://www.bfro.net/GDB/show_report.asp?id=15278&PrinterFriendly=True,2006,2006
There was also smell of smoke. The everglades had been on fire due to drought. The fire was south and may have drove the creature to where we were at. This creature did not have ape facial features. It did not have a pointed crown. It did not have thick f,2856,Class A,Collier County,,Everglades swamp in a forest of small pines.,I believe Alligator Alley is now called I-75. I haven''t been back there since.,May,Tamiami Trail. I don''t know the name of the road which joined Alligator Alley with Tamiami Trail,The closest town would have been Naples. But we thought it was too far to lodge or get a meal.,,1," In may of 1973 I and my father were working for XXXXX XXXXXX Drywall in Boynton Beach, Florida. We had just finished a job and came into the office for a new assignment. Frank told us he had a ""special job"" and would consider it a favor if we did it. The",Over the years I have read stories in the Palm Beach Post.,The only witness was my Dad and he claims he didn''t see it.,Spring,784,Florida,"Submitted by witness on Sunday, July 22, 2001.",Just after twilight. The weather was hot and the skies were clear. We were in a canopy of small pines.,Construction worker has startling encounter outside hunting cottage,http://www.bfro.net/GDB/show_report.asp?id=2856&PrinterFriendly=True,1973,1973
"footprint on that day, and woodknocking, vocalizations, and rock throwing at several other times.",28637,Class A,White County,,"rugged mountainous terrain, up a steep river valley.",the upper hooch,May,Poplar Stump Rd (FS Rd 44),Helen,,1," In May of 1993 Some of my friends of mine and I decided to go trout fishing above Helen, Ga.. After fishing for a couple of hours one guy and I decided to go upriver to find some new spots. So we started walking up an old roadbed that followed along the",I have heard of a few.,,Spring,1026,Georgia,"Submitted by witness on Monday, December 20, 2010.","Mid day, partly cloudy skies",Two fisherman recall a daylight encounter north of Helen,http://www.bfro.net/GDB/show_report.asp?id=28637&PrinterFriendly=True,1993,1993
The whole atmoshere of the area seemed different. Absence of the usual animals. The dog running. The dog did seem frightened. It was somewhat eerie that morning. It was usually not like that. Hard to explain,202,Class A,Calhoun County,,Road going through the country. There were forests and bluffs right off the road.,"I don''t drive out of town. My husband was driving. We were going to our friends house in Hardin Illinois. I am terrible with directions. I am going to have to ask my husband the name of the road. I know it was right next to the ""chicken house"" A farm fam",May,Don''t Know,Hardin Illinois,,1," I noticed that when we passed by the ""chicken house"" that the chickens were not out and about as usual.  Then I noticed a medium size dog running very quickly down the road towards us.<BR><BR>Then on the drivers side of the road I saw an animal that was",I have never heard anybody from that area say anything about seeing unusal wild life. And I did not tell anyone there about this. If there is something there it doesn''t need to be harrassed by locals.,No one else in the truck noticed the animal standing by the tree.,Spring,1134,Illinois,"Submitted by witness on Friday, July 14, 2000.",Early morning at daybreak. Weather was misty but visibilty was good.,Woman sees black shiny figure standing by tree disappear into forest,http://www.bfro.net/GDB/show_report.asp?id=202&PrinterFriendly=True,1998,1998
,23949,Class A,Henderson County,,"Heavy forest, hilly.",,May,IL 94,Rozetta,,1,I was turkey hunting this spring. It was just breaking daylight and I heard some breaking branches. I was looking the way the branches were being broke and I seen a large figure heading down the draw. I watched it as far as I could and it finally just van,no,none,Spring,1166,Illinois,"Submitted by witness on Thursday, June 05, 2008.","Early morning, low light, kinda cool that morning",Turkey hunter has early morning sighting near Rozetta,http://www.bfro.net/GDB/show_report.asp?id=23949&PrinterFriendly=True,2008,2008
,23732,Class A,Worcester County,,The environment was off to the right shoulder of the highway near the woodline. I have looked on google earth and there is a small pond and densely wooded area about .4 mile from the sigthing area.,The location was on route 146 north bound lane on the right side shoulder of the highway near the woodline it was approx. 1/2 mile to 3/4 mile from where route 146 enters massachusetts from Rhode Island boader. Just before the exit for S. Uxbridge N. Smit,May,It occured on route 146 north bound lane right side shoulder,South Uxbridge exactly .5 mile from Rhode Island boarder,,1," I was driving northbound on route 146. I was driving with my sister (the only other person in the car) and she was looking down at her I-Pod and was in the front passenger seat. The traffic was average not too many cars but a few, and I was doing about 6",,"My sister was the only other person in the car and she was looking down at her I-pod at the time, by the time she looked up the creature had turned into the woods and I told her to look into the woodline and see if she saw something, she thinks she saw so",Spring,1482,Massachusetts,"Submitted by witness on Sunday, May 04, 2008.",The incident occured at exactly 7.02 pm with clear skies and temp. was at approx. 55 degrees farenheit.,Sundown sighting by motorists near Rhode Island state border,http://www.bfro.net/GDB/show_report.asp?id=23732&PrinterFriendly=True,2008,2008
"There was the Ohio Howls, a rotten meat smell that always came from the thicket, cats and dogs disappeared without a trace. Strange chuckling (like demon) outside the windows which we kept covered with blinds. A large, manlike track was found in The veget",29409,Class A,Presque Isle County,,The creature was sitting cross legged and appeared to be asleep in the middle of a heavily wooded lot that would have been difficult for a man to walk into without a bush hog and machette.,It has been many years since this happened.. I was eleven years old...Sis was thirteen...I guess Larke Avenue was off of main street at that time. It ran parallel to a road that made the main highway and I don''t remember the number of that.,May,Larke Avenue,Rogers City,,1," Hi!<BR>My name is Gabe.  This is the first formal report I have ever made on this. It''s a good one.I remember it as clearly as if it just happened.  It happened in 1967. That''s a while ago but it left an unremovable memory on my ""read only memory."" A p","A friend who came to visit swore she saw a ""werewolf"" in the thicked across the road. She was real frightened and had to have a car ride home and never came on foot to visit after that. I have lost track of her as we moved and changed schools.",Two. Me and Sis riding our bikes from friends houses.,Spring,1629,Michigan,"Submitted by witness on Friday, June 10, 2011.","Late afternoon in bright sunshine and clear blue skies. Crisp, cool but mild.",Woman remembers childhood sighting near Rogers City,http://www.bfro.net/GDB/show_report.asp?id=29409&PrinterFriendly=True,1967,1967
Footprints already described,26544,Class A,Manistee County,,The whole area is a swamp which varies its level of wetness depending on the season. At this time of year it was wet with a little snow still hanging on. The trees are dense in some places and more open in others. the area here was open enoguh to get a cl,(Omitted per submitter''s request),May,,Copemish/Thompsonville,,1,I was walking in the woods down a two track by Thompsonville in the early spring morning.  On these early morning walks I often scare up deer and occationally a bear so when I heard the noises of something running in the woods I expected to see some such,Yes. My husband saw a similar creature approximately 1978. He will make his own report. My neighbor has many evidences of something there which I cannot accurately report. he is very private and not trusting so any attempt to contact him would have to be,none,Spring,1590,Michigan,"Submitted by witness No on Sunday, September 06, 2009.",cool but clear. early morning approximatly 7:30 or 8. Snow was still hanging on in many places with patches of muddy and dry ground,Daylight sighting of a white creature while walking near Thompsonville,http://www.bfro.net/GDB/show_report.asp?id=26544&PrinterFriendly=True,1999,1999
the foot print afterwards.,4414,Class A,Kalamazoo County,,"there is a swamp to the south a grassy field to the north & woods to the east & another field followed by more woods to the west, and a small stream to the south.",,May,(edited),"Plainwell, MI",,1," A few of my brothers friends, my brother & I were sitting at home. My brother & his friends were in the next room & I was in the dining room on the computer when I heard loud banging & thumping on the deck. I disregarded the noise as my cat & I went back",my friend has witnesed a large beast crossing the street during the winter.,myself & three others,Spring,1573,Michigan,"Submitted by witness on Sunday, May 26, 2002.",a little after midnight,"Nighttime sighting by four witnesses, near Plainwell",http://www.bfro.net/GDB/show_report.asp?id=4414&PrinterFriendly=True,2002,2002
no,16566,Class A,St. Louis County,,edge of a forest and a marsh on a small hill off a dirt road.,"one mile north of Virginia,MN, and 1 mile east of highway 53 It is land owned by the mining company.",May,Highway 53,"Virginia, Minnesota",,1," I was riding a bicycle north of [the town of Virginia, MN] on a small dirt road.  I saw a creature about 300 feet to the northwest of me on a hill at the edge of a mixed deciduous and evergreen forest.  It looked at me, turned, crouched, and walked up th",no,just me,Spring,1697,Minnesota,"Submitted by witness on Friday, November 10, 2006.",Evening -about an hour before sunset,Dusk sighting by cyclist north of the town of Virginia,http://www.bfro.net/GDB/show_report.asp?id=16566&PrinterFriendly=True,2000,2000
